CurrentlyListed,Name,RFMOName,IMO,NNR,VesselType,GearType,Flag,IRCS,MMSI,GT,DWT,Length,YearOfBuild,Depth,BuiltIn,OwnerName,OperatorName,VesselStatus,IOTC,Reason,ICCAT,Reason,IATTC,Reason,WCPFC,Reason,CCAMLR,Reason,SEAFO,Reason,INTERPOL,Reason,NEAFC,Reason,NAFO,Reason,SPRFMO,Reason,CCSBT,Reason,GFCM,Reason,NPFC,Reason,SIOFA,Reason
False,LONG YU SHENG,Long Yu Sheng,,,,,Costa Rica,,,125.000,,26.000,,2.700,Tecnonaval S.A.,,Pesca Tuna SA,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,LU RONG YU 1189,,,,Fish carrier,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2017-07 - ,,,
True,LU RONG YUAN YU 101,,,,Fishing Vessel,Trawl unspecified,China,,,800.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 101,,,,Fishing Vessel,Lift nets,China,,,800.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 102,,,,Fishing Vessel,Lift nets,China,,,800.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 102,,,,Fishing Vessel,Trawl unspecified,China,,,800.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 103,,,,Fishing Vessel,Trawl unspecified,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 103,,,,Fishing Vessel,Lift nets,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 105,,,,Fishing Vessel,Trawl unspecified,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 105,,,,Fishing Vessel,Lift nets,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 106,,,,Fishing Vessel,Lift nets,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 106,,,,Fishing Vessel,Trawl unspecified,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 108,,,,Fishing Vessel,Lift nets,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 108,,,,Fishing Vessel,Trawl unspecified,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 109,,,,Fishing Vessel,Lift nets,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,LU RONG YUAN YU 109,,,,Fishing Vessel,Trawl unspecified,China,,,651.000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2018-01 - ,,,
True,MAAN YIH HSING,Maan Yih Hsing,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,MADURA 2,Madura 2,,,,,Indonesia,,,,,,,,,P.T. Provisit,P.T. Provisit,,,,2004-11-21 - ,Operating unauthorised in the ICCAT area,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
True,MADURA 3,Madura 3,,,,,Indonesia,,,,,,,,,P.T. Provisit,P.T. Provisit,,,,2004-11-21 - ,Operating in the ICCAT area without authorisation,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,MANARA 1,Cevahir,,,,,,,,138.000,,24.900,,,,"Hannibal Shipping / ADJ Tuna, AJD Tuna Ltd.",J.L. Jalabert,,,,2008-11-24 - 2012-01-01,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,,,,,,
False,MANARA II,Abdi Baba 1,,,Fishing Vessel,Purse seine,Libya,,,,,,,,,Hannibal Shipping / ADJ Tuna,J.L. Jalabert,,,,2008-11-24 - 2012-01-01,Use of fraudulent documentation,,,,,,,,,,,,,,,,,,,,,,,,
True,MARIA,Maria,,,,,Sierra Leone,FN003882,,,,,,,,MARIA FISHERY CO.LTD,,,,,2006-11-26 - ,"vessels had no VMS, suspected of having no tuna licence and of possible at-sea transhipments",,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,MARTA LUCIA R,Marta Lucia R.,9330214,MC-05-573,Fishing Vessel,Purse seine,Colombia,HJCV,730014000,1771.000,2332,78.334,200402,8.055,"Astilleros Marco Chilena Limitada, Chile",Clingham Inc.,Tuna Atlantic Ltda,In Service/commission,,,2011-08-30 - 2013-08-04,,2005-12-26 - 2012,,,,,,,,,,,,,,,,,,,,,,,
False,"MARY LYNN, MARY-LYNN",Mary Lynn,8949044,P-04-00909,Fishing Vessel,Purse seine,Ecuador,HC5290,735058984,235.000,0,33.460,199800,,"Cabrales, Mexico",Industrias de Productos del Mar S.A. (IDELMAR),Rodrigo Agudo Valle,In Service/commission,,,,,2006-06-30 - 2008-06-27,,,,,,,,,,,,,,,,,,,,,,,
False,MAYA V,Maya V,8882818,,Fishing Vessel,,Unknown,HP8357,,859.000,0,54.850,198800,3.850,"Fong Kuo Shipbuilding Co., Ltd., Chinese Taipei",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,,,,,,,,,2004-11-05 - 2008-11-07,Fishing inside Division 58.5.2 Apprehended,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
False,MERIDIAN NO. 8,South Ocean,9230646,0912002-6261106,Fishing Vessel,Longline,South Korea,DTBX5,441667000,647.000,0,54.550,200012,3.650,"Lien Cherng Shipbuilding Co., Ltd, Kaohsiung, Taiwan, Chinese Taipei",Insung Corp,Insung Corp,In Service/commission,,,,,,,,,2004-11-05 - 2008-11-07,Fishing inside Division 58.4.3; 58.4.3b; 58.4.3b; Inside Division 58.4.3b; Fishing inside Division 58.4.3b,2007-10-31 - 2008-11-07,,,,,,,,,,,,,,,,,
False,MING TSAIR FA NO.60,Feng Jung Chin 1,8787276,"010595, CT4-1356",Fishing Vessel,Longline,Taiwan,BJ3356,416002232,99.000,,26.600,198711,2.100,Chinese Taipei,"TSENG, SHU FEN","TSAI, CHENG-CHING",In Service/Commission,2005-06-03 - 2008-06-11,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,MURAVYEV-AMURSKIY,Muravyev Amurskiy,9146352,960230,Fishing Vessel,,Russia,UESA,273319630,1146.000,494,49.990,199704,7.500,"Polnocna Sa, Stocznia, Poland",OOO 'Tymlatskiy Rybokombinat',OOO 'Tymlatskiy Rybokombinat',In Service/commission,,,,,,,,,2005-11-04 - 2006-11-03,,,,,,,,,,,,,,,,,,,
True,MURTOSA,Murtosa,7385174,,Fishing Vessel,,Unknown,5VMAO,,1066.000,593,61.420,197606,7.070,"Estaleiros Navais de Viana do Castelo, Portugal, Portugal",Murtosa Fishing Co,Murtosa Fishing Co,To Be Broken Up,,,,,,,,,,,2007-10-31 - ,,,,2005-11-15 - ,"In port in Aveiro, Portugal. Port Inspection: No Regulated Resources on board",2007-02-18 - ,,,,,,2014-05 - ,,,,,
False,MUTIARA NO. 28,Mutiara 28,8669723,,Fishing Vessel,Longline,Unknown,,,101.000,,27.020,200001,2.000,Chinese Taipei,"INTIMAS SURYA, PT.",MOKHAMAD ARIS RODIYANTO,In Service/Commission,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
True,MYS MARII,MYS MARII,9009918,FS1-565,Fishing Vessel,Longline,Russia,UIBA,273338570,752.000,317,54.550,199008,3.800,"Niigata Engineering Co Ltd, Japan",OOO 'Tranzit-DV Group',OOO 'Tranzit-DV Group',In Service/commission,,,,,,,,,,,,,,,,,,,2016-01 - ,Fishing in the Convention Area without authorisation,,,,,,,,
False,NATIONAL NO. 101,National No. 101,,,,,St. Vincent and the Grenadines,,,,,,,,,Kwo-Jeng Marine Services Limited,,,,,2004-11-21 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
False,NEMANSKIY,Nemanskiy,8721595,,Fishing Vessel,,Unknown,UBKQ,,747.000,414,54.820,198709,5.000,"Zavod ""Leninskaya Kuznitsa"" - Kiyev Yard/hull No.: 1584, U.S.S.R.",OOO 'Yuzhnyy Rybopromyslovyy Flot',Pionerskiy Ocean Fishing Marine Center (Pionerskaya Baza Okeanicheskogo Rybolovnogo Flota (BORF)),Total Loss,,,,,,,,,,,2007-12-21 - 2011,,,,2007-12-21 - 2010-11-12,,2008-08-04 - 2010-11-12,,,,,,,,,,,
True,NEPTUNE,Neptune,8977596,,Fishing Vessel,,Unknown,,,575.000,0,44.000,198000,3.650,Japan,Space Energy Enterprises Co Ltd,Space Energy Enterprises Co Ltd,In Service/commission,,,2011-08-30 - ,,2011 - ,Not authorized to fish,2010-12-10 - ,Fishing on the high seas of the WCPFC Convention Area without being on the WCPFC Record of Fishing Vessels (CMM 2007-03-para 3a),,,,,,,,,,,,,,,2014-05 - ,,,,,
True,NEW BAI I NO. 168,,,81310,Fish carrier,,Liberia,YGMY,,505.000,,49.300,1973,,"Miho Shipyard, Akasaka, Japan",,,,,,2016-11-19 - ,,,,,,,,,,,,,,,,,,,,,,,,,
False,NICOLAY CHUDOTVORETS,Nicolay Chudotvorets,8421937,,Fishing Vessel,,Russia,UDIB,,1898.000,690,62.260,198405,9.220,"VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 641, German Democratic Republic",Okkervil LLC,Okkervil LLC,Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-11,,,,2006-04-29 - 2009-11-13,OBS by FRO FIS in RA,2007-02-18 - 2009-11-13,,,,,,,,,,,
False,"NO.5 TONINA, TONINA NO. 5",Tonina V,9001423,9409001-6210008,Fishing Vessel,Longline,South Korea,6NKA,440645000,408.000,455,56.070,198908,3.840,"Dae Sun Shipbuilding & Engineering Co Ltd - Busan Yard/hull No.: 354, Korea, South, Korea (Republic of)",DONGWON INDUSTRIES CO LTD,DONGWON INDUSTRIES CO LTD,In Service/commission,,,2006-11-26 - 2010,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,,,,,,
False,"NO.606 DAE YANG, DAE YANG NO. 606",Chang Yow No. 212,8013883,0809001-6261106,Fishing Vessel,Longline,South Korea,DTBV3,441527000,664.000,0,55.890,198008,3.920,"1980-08 KK Kanasashi Zosen - Shimizu Yard/hull No.: 2047, Japan","Grand Fishery Co., Ltd","Grand Fishery Co., Ltd",In Service/commission,,,2004-11-21 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
False,NORTH OCEAN,North Ocean,9230658,,Fishing Vessel,,China,BZZW5,,647.000,0,54.550,200012,3.650,"Lien Cherng Shipbuilding Co., Ltd. (Kaohsiung , China, Republic Of (Taiwan)), Chinese Taipei",CHINA NATIONAL FISHERIES CORPORATION,CHINA NATIONAL FISHERIES CORPORATION,In Service/commission,,,,,,,,,2005-11-04 - 2011-11-15,,2007-10-31 - 2011-11-15,"Fishing inside Division 58.4.3b 2524 Jan 07 Feb 05, 22 Nov 06, Fishing inside Division 58.4.1 10 Dec 05",,,,,,,,,,,,,,,,
True,NORTHERN WARRIOR,Northern Warrior,8808903,,Fishing Vessel,,Unknown,,,676.000,330,39.700,199000,4.000,"IMC - Tonnay-Charente, France",South Atlantic Fishing NV,South Atlantic Fishing NV,In Service/commission,,,,,,,,,2016-10-28 - ,Supporting IUU listed vessels,2016 - ,From CCAMLR,,,,,,,,,,,,,,,,
True,OCEAN DIAMOND,Ocean Diamond,,,,,,,,,,,,,,,,,,,2004-11-21 - ,Reefer company provided documents showing frozen tuna had been transhiped.,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,OCEAN STAR MARINE,Ocean Star Marine,7817440,019921384,Fishing Vessel,,Belize,V3AG3,,2685.000,1749,85.100,197912,9.200,"Stocznia Polnocna SA (Northern Shipyard), Poland",Ocean Star Marine Lines SA,Ocean Star Marine Lines SA,Broken Up,2005-06-03 - 2007-05-18,"Contravention of IOTC Resolution 02/04, 02/05, 03/05",,,,,,,,,,,,,,,,,,,,,,,,,,
True,OKAPI MARTA,,7816472,21320188,"Cargo vessel, Fish carrier",,Unknown,,,2617.000,1960,74.670,198705,4.710,Spain,"GESFLOT S.A., OKAPI INVERSIONES 2012 S.L.",Manteniship XXI sl,In Service/commission,,,,,,,,,,,,,,,,,,,,,,,2016 - ,,,,,
True,ORCA,Orca,,,,,Unknown,,,,,,,,,,,,,,2013-08-20 - ,from IATTC,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
True,ORIENTE NO. 7,Oriente No. 7,8430586,S.T.189,Fishing Vessel,Longline,Libya,5AWC,,658.000,0,56.300,199000,3.750,"Lien Ho Shipbuilding Co., Ltd. - Kaohsiung, Taiwan, Chinese Taipei","AL FAJR AL MUNIR MARINE FISHING CO, Taisay Kosho Co Ltd","AL FAJR AL MUNIR MARINE FISHING CO, Taisay Kosho Co Ltd",In Service/Commission,,,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,OZHERELYE,Ozherelye,8422876,,Fishing Vessel,,,UEZQ,273240900,1898.000,690,62.260,198411,9.220,"VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 658, German Democratic Republic",Zapmorflot Co Ltd (OOO 'Zapmorflot'),Pionerskiy Ocean Fishing Marine Center (Pionerskaya Baza Okeanicheskogo Rybolovnogo Flota (BORF)),In Service/commission,,,,,,,,,,,,,,,2005-11-18 - 2006-10-17,,,,,,,,,,,,,
False,PARSIAN SHILA,Parsian Shila,9404285,,Fishing Vessel,Purse seine,Iran,9BKI,422573000,3296.000,0,95.700,200612,7.150,"Astilleros Armon Vigo S.A. - Vigo Yard/hull No.: 52, Spain",Salem Chabahar Products Food Co,Salem Chabahar Products Food Co,In Service/commission,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 07/02 and 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
True,PERLON,Perlon,5062479,,Fishing Vessel,,Unknown,5NTV21,,1185.000,0,66.730,195205,5.490,"Estaleiros Navais do Mondego S.A. - Figueira da Foz Yard/hull No.: 22, Portugal",Americagalicia S.A,Rptd Sold Undisclosed Interest,In Service/commission,,,,,,,,,2003-11-07 - ,Inside Division 58.5.1; 58.5.1; 58.4.2; 58.4.3b; 58.4.1; 58.4.3b; 58.4.1,2007-10-31 - ,,,,,,,,,,,,2014-05 - ,,,,,
False,PERMATA,Permata,,,,,"Unknown, Indonesia",,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA - 08,Permata 8,,92 NO. 1790/BC,Fishing Vessel,Longline,Indonesia,YEA5088,,92.000,,22.000,,,,"INTIMAS SURYA, PT.","INTIMAS SURYA, PT.",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA 01,Permata 1,,90 NO.1775/BC,,Longline,Indonesia,YEA5032,,90.000,,27.200,,,,"INTIMAS SURYA, PT.",AGUS CIK,,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA 02,Permata 2,,106 NO. 1761/BC,Fishing Vessel,Longline,Indonesia,YEA5033,,106.000,,26.660,,,,"INTIMAS SURYA, PT.","INTIMAS SURYA, PT.",,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA 102,Permata 102,,,,,Unknown,,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA 138,Permata 138,,,,,Unknown,,,,,,,,,,,,,,,,2005-12-26 - 2011-07-01,,,,,,,,,,,,,,,,,,,,,,,
False,PERMATA 6,Permata 6,,115 NO. 550/GA,Fishing Vessel,Longline,Indonesia,YEA5035,,115.000,,25.050,,,,"INTIMAS SURYA, PT.",Lamijan,,,,2011-08-30 - 2012-06-21,,2005-12-26 - 2012-06-21,,,,,,,,,,,,,,,,,,,,,,,
True,"PESCACISNE 1, PESCACISNE 2",Zemour 1,9319856,,Fishing Vessel,,,3CAF,514144000,1016.000,641,55.000,200406,4.100,"Armon S.A., Astilleros (Navia , Spain), Spain",Eastern Holdings Ltd,Eastern Holdings Ltd,In Service/commission,2015-05-01 - ,,2015-10-02 - ,Following IOTC,,,,,2008-11-07 - ,Supporting the IUU activities of IUU listed vessels,2008-11-08 - ,,2015-01-13 - ,IUU fishing,,,,,,,,,2014-05 - ,,,,,
True,PHOENIX,No. 2 Choyu,8429991,,Fishing Vessel,Longline,Seychelles,S7SK,,,0,53.500,198900,3.650,"Jong Shyn Shipbuilding Co., Ltd. - Kaohsiung, Chinese Taipei",HARVEST FISHERY LTD,,In Service/commission,,,2006-11-26 - ,Vessels greater than 24m not included in ICCAT Record of Vessels. Seen fishing in the MED during closed season,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,PRIMERO VI,Primero VI,,,,,Belize,V3HC3,,79.000,,23.800,2000,2.000,Shing Sheng Fa Boatbuilding Co. Ltd,Primero Fishery Co. Ltd,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,PRIMERO VIII,Primero VIII,,,,,Belize,V3TE6,,79.000,,23.800,2001,2.000,Shing Sheng Fa Boatbuilding Co. Ltd,Primero Fishery Co. Ltd,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
False,PS REEFER,Senta,8221947,4723815,Cargo vessel,,Panama,,374083000,2047.000,2085,85.318,198209,5.520,"1982-09 Y.K. Tokai Zosensho - Tsukumi Yard/hull No.: 615, Japan",Pacsun Shipping SA,Pacsun Shipping SA,In Service/commission,,,,,,,2008-06-04 - 2012-03-30,Transhipping on the high seas of the WCPFC Convention Area without being on the WCPFC Record of Fishing,,,,,,,,,,,,,,,,,,,,
True,REYMAR 6,Reymar 6,,,,,Unknown,,,,,,,,,,,,,,2013-08-20 - ,from IATTC,2005-12-26 - ,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
False,ROBERTO,Eternal,8608470,,Cargo vessel,,Madagascar,,,571.000,319,48.010,198604,"3.150, 3.510","1986-04 Asahi Sangyo - Anan Yard/hull No.: 1906, Japan",Societe de Transport Maritime de L'Est (STME),Societe de Transport Maritime de L'Est (STME),Broken Up,,,,,,,,,2003-11-07 - 2005-11-04,Reported 58.4.2; Apprehended 58.5.1,,,,,,,,,,,,,,,,,,
False,ROSITA,Rosita,8522169,M-01036,Fishing Vessel,,Georgia,4LSL,,1898.000,690,62.260,198507,9.220,"VEB Volkswerft Stralsund - Stralsund Yard/hull No.: 682, German Democratic Republic",A B Bocyp Fishing Ltd,Northern Fishers Co (OOO 'Severnaya Rybolovetskaya Kompaniya'),Broken Up,,,,,,,,,,,2007-10-31 - 2009-11-13,,,,2004-04-18 - 2009-11-13,,2007-02-18 - 2009-11-13,,,,,,,,,,,
False,RWAD 1,Rwad 1,8655409,,Fishing Vessel,Longline,,,,547.000,0,52.900,199512,3.570,"Korea, North",Rwad Al Ibtkar Co LLC,"Eastward Exim & Fishing Pte. Ltd, Rwad Al Ibtkar Co LLC",In Service/commission,2010-03-05 - 2011-03-22,Contravention of IOTC Resolution 07/02 and 09/03,,,,,,,,,,,,,,,,,,,,,,,,,,
True,SACRED HEART,SACRED HEART,,IND-TN-MM-4814,Fishing Vessel,Lines unspecified,India,,,,,,,,,Metlan s/o Paniyadimai,,,2017-05 - ,Fishing without a license in the waters of the UK (OT),2017-07-15 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,SAMUDERA PASIFIC NO. 8,Samudera Pasific No. 8,7921162,,Fishing Vessel,Longline,,,,498.000,377,50.720,198001,3.660,"Niigata Shipbuilding and Repair, Niigata, Japan, Japan",Rptd Sold Undisclosed Interest,Rptd Sold Undisclosed Interest,In Service/commission,,,,,,,,,,,,,2014-01-21 - ,Absconded stateless fishing vessel,,,,,,,,,,,,,,
True,SAMUDERA PASIFIC NO.18,Samudera Pasifik No. 18,,505 No. 1064/Pd,Fishing Vessel,Longline,Indonesia,YGGY,,505.000,,49.300,,,,"BALI OCEAN ANUGRAH LINGER INDONESIA, PT","BALI OCEAN ANUGRAH LINGER INDONESIA, PT",,,,2013-11-25 - ,ICCAT Contravention of ICCAT Rec. 12-06,,,,,,,,,,,,,,,,,,,2014-05 - ,,,,,
True,SAMUDERA PERKASA 11,Samudera Perkasa 11,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
True,SAMUDERA PERKASA 12,Samudera Perkasa 12,,,,,,,,,,,,,,,,,2015-05-01 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
False,SANT YAGO TRES,TS Excellence,8919427,CCP-3001-2014,Fishing Vessel,Purse seine,Guatemala,TGSY3,332001000,2109.000,1650,79.800,199109,8.900,"Huelva S.A., Astilleros De, Spain","Atunera Nacional, SA, Atunera Sant Yago SA","Atunera Nacional, SA",In Service/commission,2005-06-03 - 2006-05-26,Contravention of IOTC Resolution 02/04,,,,,,,,,,,,,,,,,,,,,,,,,,
False,SEA STAR V,Polestar,8914221,4833016,"Cargo vessel, Fish carrier",,Panama,3EYI5,372210000,4574.000,5470,120.202,199002,9.950,"Fukuoka Zosen K.K. - Fukuoka Yard/hull No.: 1154, Japan",Habitat International Corp. (FME),Shandong Zhonglu Fishery Shipping Co Ltd,In Service/commission,,,,,,,,,,,2007-10-31 - 2008-11-14,,,,2006-06-09 - 2008-10-29,090606 Sighted by ISL Transhipping 190706 OBS by ICG surveillance aircraft in RA. Transhipping with IUU vessels.,2006-12-04 - 2008-11-14,,,,,,,,,,,
True,SEA URCHIN,Aldabra,7424891,,Fishing Vessel,,Gambia,,,484.000,373,48.290,197400,3.510,"1974 Minami-Nippon Zosen K.K. - Kushikino Yard/hull No.: 220, Japan",Rptd Sold Undisclosed Interest,,In Service/commission,,,,,,,,,2007-11-02 - ,Fishing inside Division 58.4.4b,2007-11-02 - ,,,,,,,,,,,,2014-05 - ,,,,,
True,SHALOM,SHALOM,,INT-TN-15-MM-5269,Fishing Vessel,"Gillnets, Longline",India,,,,,,,,,,,,2017-05 - ,"Fishing without a license, use of prohibited gear and no logbook in the waters of the UK (OT)",2017-07-15 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
False,SHENG I TSAI 313,Sheng I Tsai 313,,,,,Unknown,V3VZ7,,97.000,,28.200,2002,2.100,"Jin Jiahn Lih Shipbuilding Co., Ltd.",,,,,,,,2005-12-26 - 2006-06-30,,,,,,,,,,,,,,,,,,,,,,,
True,SHENG JI QUN 3,SHENG JI QUN 3,,69 00 546 023,Fishing Vessel,Longline,,CPA311,,,,,,,,Chang Lin Pao-Chun,Chen Chen Tsai,,2017-05 - ,Contravention of IOTC Resolution 11/03,2017-07-15 - ,Following IOTC,,,,,,,,,2016-11-15 - ,Absconding to evade investigation and false registration,,,,,,,,,,,,,,
False,"SHIN YU 16, SHIN YEOU NO. 16",Shin Yeou No. 16,8431372,"011182, CT7-0157",Fishing Vessel,Longline,Taiwan,BEDE,,723.000,,56.150,198811,3.850,"Taiwan Machinery Manufacturing Corp. - Kaohsiung, Taiwan, Chinese Taipei","Shin Yeou Fishery Co., Ltd","Shin Yeou Fishery Co., Ltd",In Service/commission,,,2005-11-20 - 2006-11-26,,,,,,,,,,,,,,,,,,,,,,,,,
True,SHUEN SIANG,Shuen Siang,,,,,,,,,,,,,,,,,2014-06-05 - ,Operating in the IOTC area without authorisation,2015-10-02 - ,Following IOTC,,,,,,,,,,,,,,,,,,,,,,,,
